Altitude, Acc_X, Acc_Y, Acc_Z
0.36,0.73,-0.61,-0.23
0.38,0.69,-0.56,-0.37
0.38,0.63,-0.52,-0.48
0.38,0.59,-0.48,-0.56
0.37,0.51,-0.42,-0.64
0.37,0.44,-0.37,-0.69
0.41,0.38,-0.33,-0.71
0.41,0.37,-0.31,-0.69
0.38,0.41,-0.31,-0.65
0.38,0.44,-0.3,-0.54
0.37,0.48,-0.31,-0.41
0.37,0.52,-0.31,-0.23
0.39,0.56,-0.3,0.01
0.39,0.56,-0.27,0.3
0.37,0.5,-0.21,0.53
0.37,0.36,-0.14,0.68
0.4,0.15,-0.04,0.68
0.4,-0.02,0.05,0.63
0.4,-0.17,0.13,0.56
0.38,-0.29,0.18,0.43
0.38,-0.37,0.21,0.27
0.37,-0.4,0.19,0.04
0.37,-0.37,0.16,-0.19
0.39,-0.34,0.14,-0.32
0.39,-0.33,0.16,-0.34
0.37,-0.36,0.22,-0.29
0.37,-0.36,0.25,-0.22
0.36,-0.38,0.3,-0.1
0.36,-0.36,0.3,-0.07
0.38,-0.3,0.27,-0.08
0.38,-0.21,0.23,-0.12
0.38,-0.16,0.27,-0.05
0.37,-0.14,0.33,0.04
0.37,-0.09,0.31,0.07
0.39,-0.08,0.26,0.05
0.39,-0.06,0.18,0.04
0.38,-0.02,0.11,0.09
0.38,-0.01,0.04,0.1
0.35,0.01,-0.02,0.11
0.35,0.02,-0.09,0.09
0.34,0,-0.15,0
0.34,-0.01,-0.2,-0.02
0.33,-0.02,-0.26,0.22
0.33,-0.05,-0.34,0.32
0.35,-0.08,-0.41,0.27
0.35,-0.13,-0.43,0.15
0.35,-0.13,-0.37,-0.01
0.32,-0.15,-0.34,-0.07
0.32,-0.16,-0.34,-0.05
0.32,-0.17,-0.38,0.04
0.32,-0.18,-0.43,0.04
0.35,-0.22,-0.46,-0.01
0.35,-0.22,-0.47,-0.11
0.35,-0.23,-0.48,-0.12
0.35,-0.24,-0.48,-0.1
0.35,-0.22,-0.49,-0.06
0.35,-0.18,-0.51,-0.03
0.34,-0.17,-0.48,-0.06
0.34,-0.15,-0.42,-0.12
0.34,-0.12,-0.41,-0.13
0.33,-0.05,-0.4,-0.03
0.33,0.07,-0.41,0.14
0.31,0.19,-0.37,0.23
0.31,0.26,-0.28,0.16
0.35,0.31,-0.21,0.1
0.35,0.42,-0.18,0.16
0.34,0.54,-0.12,0.23
0.34,0.6,-0.05,0.19
0.32,0.64,0.02,0.09
0.32,0.65,0.09,0
0.34,0.64,0.15,-0.1
0.34,0.6,0.2,-0.18
0.34,0.54,0.22,-0.23
0.34,0.47,0.24,-0.29
0.34,0.48,0.31,-0.25
0.35,0.44,0.34,-0.23
0.35,0.37,0.33,-0.23
0.34,0.32,0.37,-0.2
0.34,0.27,0.38,-0.15
0.33,0.2,0.42,-0.07
0.33,0.12,0.48,0.05
0.33,0.01,0.52,0.15
0.33,-0.11,0.5,0.17
0.33,-0.23,0.46,0.19
0.33,-0.31,0.41,0.15
0.32,-0.39,0.34,0.11
0.32,-0.46,0.28,0.1
0.32,-0.53,0.22,0.11
0.33,-0.6,0.18,0.17
0.33,-0.62,0.09,0.17
0.36,-0.63,-0.03,0.18
0.36,-0.61,-0.17,0.14
0.36,-0.6,-0.32,0.1
0.36,-0.59,-0.48,0.06
0.34,-0.58,-0.62,0.01
0.34,-0.57,-0.74,-0.06
0.35,-0.54,-0.79,-0.14
0.35,-0.5,-0.82,-0.19
0.34,-0.42,-0.87,-0.17
0.34,-0.3,-0.93,-0.13
0.34,0.09,-1.03,-0.01
0.32,0.15,-0.84,0.1
0.32,0.31,-0.58,0.2
0.36,0.55,-0.56,0.04
0.36,0.76,-0.51,0.03
0.35,0.82,-0.4,-0.02
0.35,0.78,-0.34,-0.15
0.38,0.71,-0.24,-0.17
0.38,0.72,-0.19,-0.32
0.37,0.61,-0.22,-0.42
0.37,0.48,-0.24,-0.4
0.37,0.4,-0.25,-0.28
0.37,0.42,-0.22,-0.05
0.37,0.44,-0.18,0.16
0.4,0.43,-0.12,0.22
0.4,0.41,0,0.21
0.4,0.41,0.13,0.21
0.4,0.36,0.28,0.21
0.39,0.24,0.38,0.15
0.39,0.1,0.46,0.13
0.38,-0.02,0.5,0.13
0.38,-0.11,0.5,0.11
0.41,-0.19,0.46,0.07
0.41,-0.23,0.42,0.02
0.4,-0.26,0.37,-0.05
0.4,-0.3,0.33,-0.12
0.38,-0.31,0.29,-0.19
0.38,-0.34,0.28,-0.18
0.38,-0.34,0.25,-0.19
0.38,-0.32,0.23,-0.2
0.38,-0.32,0.21,-0.14
0.42,-0.31,0.21,-0.05
0.42,-0.27,0.18,0.02
0.41,-0.24,0.15,0.08
0.41,-0.19,0.08,0.11
0.39,-0.14,0.01,0.14
0.39,-0.11,-0.08,0.19
0.38,-0.09,-0.17,0.2
0.38,-0.06,-0.25,0.17
0.4,-0.06,-0.33,0.16
0.4,-0.03,-0.39,0.18
0.4,-0.01,-0.45,0.22
0.39,0.03,-0.5,0.19
0.39,0.04,-0.51,0.11
0.38,0.07,-0.5,0.01
0.38,0.08,-0.48,-0.07
0.36,0.08,-0.45,-0.14
0.36,0.09,-0.44,-0.16
0.35,0.09,-0.43,-0.15
0.35,0.09,-0.41,-0.14
0.34,0.08,-0.41,-0.13
0.34,0.07,-0.4,-0.12
0.34,0.08,-0.39,-0.1
0.34,0.08,-0.36,-0.07
0.37,0.09,-0.32,-0.03
0.37,0.1,-0.28,0
0.37,0.09,-0.25,-0.03
0.36,0.09,-0.2,-0.04
0.36,0.1,-0.16,-0.03
0.34,0.1,-0.12,-0.01
0.34,0.11,-0.09,0
0.33,0.1,-0.05,-0.04
0.33,0.1,-0.03,-0.03
0.31,0.1,-0.01,0.01
0.31,0.09,0.03,0.04
0.3,0.08,0.05,0.03
0.3,0.07,0.07,0.02
0.34,0.07,0.08,0.02
0.34,0.06,0.09,0.01
0.34,0.05,0.1,-0.02
0.33,0.04,0.1,-0.07
0.33,0.03,0.1,-0.08
0.31,0.02,0.11,-0.08
0.31,0.01,0.11,-0.06
0.31,0,0.1,-0.04
0.31,-0.01,0.09,-0.02
0.3,-0.01,0.08,0
0.3,-0.02,0.06,0.04
0.33,-0.01,0.05,0.05
0.33,-0.01,0.02,0.05
0.32,-0.01,0,0.04
0.32,-0.02,-0.01,0.03
0.3,0,-0.02,0.02
0.3,0.01,-0.06,0.03
0.3,0.04,-0.29,0.06
0.3,0.05,-0.41,0
0.3,-0.03,-0.26,-0.03
0.3,0,-0.31,0.05
0.3,0.07,-0.31,0.12
0.29,0.06,-0.21,0.11
0.29,-0.01,-0.08,0.06
0.29,-0.04,-0.08,-0.02
0.29,-0.04,-0.07,-0.03
0.29,-0.01,-0.08,-0.01
0.29,0,-0.13,0.02
0.34,-0.05,-0.13,0.03
0.34,-0.05,-0.1,0.04
0.34,0.02,-0.07,0.04
0.36,0.06,-0.05,-0.01
0.36,0.06,-0.01,-0.03
0.36,0.04,0.03,-0.02
0.36,0.03,0.07,0.02
0.32,0.05,0.04,0.02
0.32,-0.07,-0.08,-0.04
0.33,0,-0.19,-0.07
0.33,-0.03,-0.24,-0.08
0.35,-0.1,-0.24,-0.12
0.35,-0.14,-0.16,-0.11
0.35,-0.09,-0.04,-0.1
0.35,-0.04,0,-0.22
0.35,0.03,0.16,-0.16
0.35,0.04,0.16,-0.13
0.35,0,0.03,-0.19
0.36,-0.05,-0.14,-0.22
0.36,0.02,-0.17,-0.17
0.36,0.05,-0.09,-0.16
0.36,0.05,-0.06,-0.18
0.33,-0.01,-0.07,-0.2
0.33,0.01,-0.09,-0.16
0.36,0.05,-0.11,-0.04
0.36,0.06,-0.17,0.07
0.37,0.06,-0.21,0.13
0.37,0.12,-0.18,0.17
0.37,0.12,-0.14,0.18
0.37,0.11,-0.12,0.2
0.37,0.07,-0.14,0.22
0.39,0.02,-0.17,0.22
0.39,0,-0.15,0.2
0.4,0,-0.08,0.15
0.4,0.01,-0.06,0.11
0.4,0.01,-0.05,0.07
0.4,0.02,-0.07,0.11
0.37,0.02,-0.1,0.12
0.37,0,-0.12,0.12
0.38,0.01,-0.14,0.11
0.38,0.03,-0.13,0.11
0.38,0.03,-0.1,0.09
0.38,0.02,-0.08,0.06
0.39,0.01,-0.08,0.03
0.39,0.04,-0.07,0.04
0.39,0.04,-0.11,0.02
0.41,0.01,-0.13,0.02
0.41,0,-0.1,0.03
0.41,0.02,-0.08,0.03
0.41,0.07,-0.06,0.18
0.42,-0.08,-0.29,-0.05
0.42,-0.12,-0.29,-0.08
0.38,-0.08,-0.19,-0.02
0.38,0.02,-0.07,0
0.38,0.13,-0.01,0
0.38,0.14,-0.04,0.08
0.38,0.01,-0.03,-0.01
0.38,-0.04,-0.12,0.02
0.38,-0.02,-0.11,0.06
0.4,0.02,-0.07,0.01
0.4,0.07,-0.02,0.05
0.4,0.1,-0.03,0.08
0.4,0.13,0.01,0.04
0.35,0.06,-0.11,0.01
0.35,0.07,-0.12,0.09
0.36,0.06,-0.12,0.02
0.36,0.06,-0.09,0.04
0.36,0.1,-0.02,0
0.36,0.05,-0.03,0.05
0.36,0.12,-0.03,0.02
0.36,0.14,-0.02,0
0.36,0.12,-0.05,0.03
0.35,0.12,-0.02,0.02
0.35,0.06,-0.11,0.02
0.31,-0.04,-0.15,0.05
0.31,-0.01,-0.11,0.03
0.28,0.01,-0.06,0.07
0.28,0.05,-0.12,-0.07
0.27,0.02,-0.19,-0.07
0.27,0,-0.12,-0.02
0.26,0.12,-0.15,-0.09
0.26,0.01,-0.11,0
0.24,0.02,-0.14,0.11
0.24,-0.15,-0.11,0.1
0.24,-0.11,-0.16,0.11
0.23,-0.4,-0.02,1.86
0.23,-0.02,-0.13,0.1
0.22,-0.04,-0.14,-0.03
0.22,-0.01,-0.12,0.01
0.2,-0.03,-0.13,0
0.2,0,-0.12,0
0.2,0.06,-0.08,0.17
0.2,0.03,-0.15,0.05
0.2,0.01,-0.12,0.03
0.2,0.03,-0.08,0.04
0.19,0.07,-0.06,0.02
0.19,0.07,-0.05,0.02
0.19,0.04,-0.06,0.03
0.19,0.04,-0.09,0.03
0.19,0.04,-0.11,0.04
0.18,0.05,-0.1,0.02
0.18,0.07,-0.08,0.03
0.11,0.06,-0.09,0.02
0.11,0.01,-0.09,0.03
0.11,0.01,-0.09,0.03
0.11,0.02,-0.08,0.03
0.13,0.02,-0.09,0.04
0.13,0.01,-0.09,0.03
0.15,0.01,-0.1,0.03
0.15,0.12,-0.07,-0.03
0.13,0.05,-0.06,0.01
0.13,0.03,-0.08,0.04
0.15,0.03,-0.08,0.03
0.15,0.02,-0.08,0.03
0.15,0.01,-0.09,0.03
0.17,0.02,-0.08,0.03
0.17,0.02,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.01,-0.09,0.03
0.2,0.02,-0.09,0.03
0.2,0.01,-0.08,0.03
0.18,0.02,-0.08,0.03
0.18,0.01,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.02,-0.09,0.03
0.19,0.02,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.01,-0.08,0.03
0.19,0.02,-0.08,0.03
0.19,0.01,-0.08,0.03
0.18,0.02,-0.08,0.03
0.18,0.02,-0.08,0.03
0.14,0.01,-0.09,0.04
0.14,0.01,-0.08,0.03
0.13,0.02,-0.08,0.03
0.13,0.01,-0.09,0.03
0.13,0.01,-0.08,0.03
0.13,0.01,-0.08,0.03
0.13,0.01,-0.08,0.03
0.14,0.02,-0.08,0.03
0.14,0.01,-0.08,0.03
0.09,0.02,-0.08,0.03
0.09,0.02,-0.08,0.03
0.09,0.01,-0.08,0.03
0.09,0.02,-0.08,0.03
0.11,0.01,-0.08,0.03
0.11,0.01,-0.08,0.04
0.11,0.02,-0.08,0.03
0.11,0.02,-0.08,0.03
0.07,0.01,-0.07,0.03
0.07,0.01,-0.07,0.03
0.07,0.02,-0.07,0.03
0.07,0.02,-0.07,0.03
0.07,0.02,-0.07,0.03
0.07,0.01,-0.09,0.03
0.07,0.01,-0.08,0.03
0.04,0.02,-0.08,0.03
0.04,0.02,-0.08,0.03
0.04,0.02,-0.08,0.04
0.04,0.01,-0.07,0.02
0.02,0.01,-0.07,0.04
0.02,0.01,-0.08,0.03
0.04,0.01,-0.08,0.03
0.04,0.01,-0.07,0.04
0.04,0,-0.08,0.03
0.04,0.01,-0.07,0.03
0.04,0.01,-0.08,0.03
0.04,0.01,-0.07,0.03
0.04,0.01,-0.07,0.03
-0.01,0.01,-0.08,0.03
-0.01,0.01,-0.08,0.04
0,0.01,-0.08,0.03
0,0.01,-0.07,0.03
0,0.01,-0.08,0.03
0,0.01,-0.07,0.03
0,0.01,-0.07,0.03
0,0.01,-0.07,0.03
0.01,0.01,-0.07,0.03
0.01,0.01,-0.07,0.03
0.01,0.01,-0.08,0.04
0.01,0.01,-0.08,0.02
0.01,0.02,-0.07,0.03
0.03,0.01,-0.08,0.03
0.03,0.01,-0.08,0.04
0.03,0.01,-0.07,0.03
0.03,0.01,-0.07,0.03
-0.02,0.01,-0.08,0.03
-0.02,0.01,-0.08,0.03
-0.01,0.01,-0.08,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.02,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.08,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.02,0.01,-0.07,0.03
-0.02,0.01,-0.06,0.03
-0.02,0.01,-0.07,0.03
-0.02,0.01,-0.08,0.03
-0.01,0.01,-0.08,0.04
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.03
-0.01,0.01,-0.07,0.04
-0.01,0.01,-0.07,0.04
-0.01,0.01,-0.07,0.03
0.01,0.01,-0.07,0.03
0.01,0.01,-0.08,0.03
0.02,0.01,-0.07,0.04
0.02,0.01,-0.07,0.03
0.02,0.01,-0.07,0.03
0.02,0.01,-0.07,0.04
0.02,0.02,-0.07,0.04
0.02,0.01,-0.07,0.03
0.02,0.01,-0.07,0.03
0.02,0.01,-0.08,0.03
0.01,0.01,-0.07,0.03
0.01,0.01,-0.07,0.03
0.01,0.01,-0.07,0.03
0.02,0.01,-0.07,0.02
0.02,0,-0.07,0.03
0.02,0.01,-0.07,0.03
0.02,0.01,-0.07,0.04
0.03,0.01,-0.07,0.04
0.03,0.01,-0.07,0.03
0,0.01,-0.07,0.03
0,0.01,-0.06,0.03
0.01,0.01,-0.07,0.03
0.01,0,-0.07,0.03
0.05,0,-0.07,0.03
0.05,0.01,-0.07,0.04
0.05,0,-0.07,0.03
0.03,0.01,-0.07,0.03
0.03,0.01,-0.07,0.03
0.03,0.01,-0.07,0.04
0.03,0.01,-0.07,0.03
0,0.01,-0.07,0.03
0,0.01,-0.07,0.03
0,0.01,-0.06,0.03
0,0.01,-0.07,0.04
0.03,0,-0.07,0.03
0.03,0.01,-0.07,0.03
0.02,0.01,-0.06,0.03
0.02,0.01,-0.07,0.03
0.02,0.01,-0.07,0.03
0.03,0.01,-0.07,0.03
0.03,0.01,-0.06,0.03
0.03,0.01,-0.06,0.04
0.03,0,-0.07,0.03
0.05,0.01,-0.07,0.03
0.05,0.01,-0.07,0.03
0.05,0,-0.07,0.03
0.05,0.01,-0.07,0.03
0.05,0.01,-0.06,0.03
0.05,0.01,-0.07,0.03
0.06,0,-0.07,0.03
0.06,0.01,-0.06,0.03
0.06,0,-0.07,0.03
0.06,0.01,-0.06,0.04
0.06,0.01,-0.07,0.03
0.06,0.01,-0.06,0.04
0.06,0.01,-0.06,0.04
0.05,0.01,-0.07,0.04
0.05,0,-0.06,0.03
0.05,0,-0.07,0.03
0.05,0.01,-0.06,0.03
0.06,0.01,-0.06,0.03
0.06,0,-0.07,0.03
0.05,0,-0.07,0.03
0.05,0.01,-0.07,0.03
0.05,0.01,-0.06,0.03
0.05,0,-0.06,0.03
0.05,0,-0.07,0.03
0.06,0.01,-0.06,0.03
0.06,0.01,-0.06,0.03
0.06,0,-0.07,0.03
0.06,0,-0.06,0.03
0.06,0.01,-0.07,0.03
0.06,0.01,-0.06,0.04
0.05,0.01,-0.07,0.03
0.05,0.01,-0.06,0.03
0.06,0,-0.07,0.03
0.06,0,-0.07,0.03
0.05,0.01,-0.06,0.03
0.05,0.01,-0.06,0.03
0.05,0.01,-0.06,0.03
0.05,0.01,-0.06,0.03
0.05,0.01,-0.06,0.04
0.05,0.01,-0.06,0.03
0.05,0.01,-0.06,0.04
0.06,0,-0.06,0.03
0.06,0,-0.06,0.03
0.07,0,-0.06,0.04
0.07,0,-0.06,0.03
0.07,0,-0.06,0.03
0.07,0,-0.06,0.04
0.09,0,-0.06,0.03
0.09,0.01,-0.06,0.03
0.1,0,-0.06,0.04
0.1,0.01,-0.07,0.03
0.1,0.01,-0.07,0.03
0.1,0.01,-0.06,0.03
0.1,0,-0.06,0.03
0.1,0.01,-0.06,0.03
0.1,0,-0.06,0.03
0.11,0,-0.06,0.04
0.11,0,-0.07,0.04
0.08,0,-0.06,0.03
0.08,0,-0.06,0.04
0.08,0.01,-0.06,0.03
0.08,0.01,-0.06,0.03
0.11,0,-0.06,0.04
0.11,0.01,-0.07,0.03
0.11,0,-0.07,0.03
0.1,0.01,-0.06,0.03
0.1,0,-0.06,0.03
0.1,0.01,-0.06,0.03
0.1,0,-0.06,0.03
0.06,0,-0.05,0.04
0.06,0,-0.06,0.04
0.11,0,-0.06,0.03
0.11,0.01,-0.06,0.04
0.08,0.01,-0.06,0.03
0.08,0,-0.06,0.04
0.09,0,-0.06,0.03
0.09,0,-0.06,0.03
0.09,0,-0.06,0.03
0.09,0,-0.06,0.03
0.09,0.01,-0.06,0.03
0.1,0,-0.06,0.03
0.1,0,-0.06,0.03
0.1,0.01,-0.06,0.03
0.1,0,-0.06,0.04
0.16,0,-0.06,0.02
0.16,0.01,-0.06,0.03
0.12,0,-0.05,0.04
0.12,0,-0.06,0.04
0.17,0,-0.06,0.03
0.17,0,-0.06,0.04
0.18,0,-0.06,0.03
0.18,0,-0.06,0.04
0.2,0,-0.06,0.03
0.2,0,-0.06,0.03
0.2,0.01,-0.06,0.04
0.2,0.01,-0.06,0.03
0.2,0,-0.06,0.03
0.2,0,-0.07,0.03
0.2,0,-0.06,0.04
0.21,0,-0.06,0.03
0.21,0,-0.06,0.03
0.21,0,-0.06,0.03
0.21,0,-0.06,0.03
0.21,0,-0.06,0.03
0.21,0,-0.06,0.04
0.2,0,-0.06,0.03
0.2,0,-0.06,0.03
0.2,0,-0.06,0.03
0.21,0,-0.06,0.04
0.21,0,-0.06,0.04
0.2,0,-0.06,0.04
0.2,0,-0.06,0.04
0.18,0,-0.05,0.03
0.18,0,-0.06,0.03
0.18,0,-0.06,0.03
0.18,0.01,-0.05,0.03
0.17,0.01,-0.05,0.04
0.17,0,-0.06,0.04
0.17,0,-0.06,0.04
0.17,0.01,-0.06,0.03
0.17,0,-0.06,0.03
0.17,0,-0.06,0.03
0.17,0.01,-0.06,0.04
0.17,0.01,-0.06,0.03
0.17,0.01,-0.05,0.03
0.17,0,-0.06,0.03
0.17,0,-0.07,0.03
0.16,0,-0.05,0.03
0.16,0,-0.05,0.03
0.16,0,-0.06,0.03
0.16,0.01,-0.06,0.04
0.16,0,-0.05,0.03
0.16,0,-0.06,0.03
0.16,0,-0.05,0.04
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0.01,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.17,0,-0.05,0.04
0.17,0,-0.05,0.03
0.17,0,-0.06,0.03
0.17,0,-0.06,0.03
0.17,0,-0.05,0.03
0.17,0,-0.06,0.03
0.17,0,-0.05,0.03
0.18,0,-0.05,0.03
0.18,0.01,-0.05,0.04
0.2,0.01,-0.06,0.03
0.2,0,-0.05,0.04
0.18,-0.01,-0.05,0.04
0.18,0.01,-0.06,0.04
0.15,0,-0.06,0.03
0.15,0,-0.06,0.04
0.15,0,-0.05,0.03
0.15,0.01,-0.06,0.03
0.18,0,-0.05,0.03
0.18,0.01,-0.06,0.04
0.18,0,-0.06,0.03
0.18,0,-0.05,0.03
0.18,0,-0.05,0.03
0.18,-0.01,-0.05,0.03
0.18,0,-0.06,0.04
0.15,0,-0.06,0.03
0.15,0.01,-0.05,0.03
0.15,0,-0.05,0.03
0.15,0,-0.06,0.03
0.16,0,-0.06,0.04
0.16,0,-0.05,0.03
0.15,0,-0.06,0.03
0.15,-0.01,-0.06,0.03
0.16,0,-0.06,0.03
0.16,-0.01,-0.05,0.03
0.16,-0.01,-0.05,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.03
0.16,0,-0.06,0.04
0.16,0,-0.05,0.03
0.16,0,-0.05,0.04
0.16,0,-0.06,0.04
0.16,0.01,-0.06,0.04
0.16,0,-0.06,0.04
0.15,0,-0.05,0.03
0.15,0,-0.05,0.03
0.16,0,-0.06,0.04
0.16,0,-0.05,0.04
0.16,0,-0.04,0.03
0.12,0,-0.05,0.03
0.12,0,-0.06,0.03
0.12,0,-0.05,0.04
0.12,0,-0.06,0.03
0.12,0,-0.05,0.03
0.12,0,-0.05,0.03
0.14,0,-0.05,0.03
0.14,0,-0.05,0.03
0.15,0,-0.05,0.03
0.15,0,-0.06,0.03
0.16,0,-0.05,0.03
0.16,0,-0.05,0.03
0.16,0,-0.05,0.03
0.12,0,-0.05,0.03
0.12,0,-0.05,0.03
0.1,0,-0.05,0.03
0.1,0,-0.05,0.03
0.12,0,-0.05,0.03
0.12,-0.01,-0.05,0.03
0.12,0,-0.05,0.03
0.12,0,-0.06,0.03
0.13,0,-0.05,0.03
0.13,0,-0.05,0.03
0.08,0,-0.05,0.05
0.08,0,-0.05,0.04
0.1,0,-0.05,0.04
0.1,0,-0.05,0.03
0.1,0,-0.05,0.04
0.1,0,-0.05,0.04
0.1,0,-0.05,0.04
0.1,0,-0.05,0.03
0.1,0,-0.05,0.04
0.12,0,-0.05,0.03
0.12,0,-0.05,0.03
0.12,0,-0.05,0.03
0.12,0.01,-0.05,0.03
0.1,0,-0.05,0.04
0.1,0,-0.05,0.04
0.12,0,-0.05,0.03
0.12,0,-0.05,0.04
0.12,0,-0.05,0.04
0.13,0,-0.06,0.03
0.13,0,-0.05,0.03
0.13,0,-0.05,0.03
0.13,0,-0.05,0.03
0.07,0,-0.06,0.03
0.07,0,-0.05,0.03
0.07,0,-0.05,0.04
0.07,0,-0.05,0.03
